url,title,date_posted,primary_slug,primary_score,secondary,needs_review,has_pdf,text_length
https://www.edwardconard.com/macro-roundup/tsmc-will-attempt-to-accelerate-construction-of-its-second-and-third-arizona-plants-to-meet-american-demand-the-plants-will-enable-tsmc-to-manufacture-30-of-its-most-advanced-chips-in-arizona/?view=detail&filters=macro-roundup-database,TSMC To Speed Up Construction Of US Chip Plants By 'Several Quarters',"July 17, 2025",productivity-innovation-and-technology/investment,0.4998,[],1,0,8495
https://www.edwardconard.com/macro-roundup/over-five-years-the-combined-market-cap-of-boeing-and-intel-has-halved-greg_ip-argues-the-crisis-represents-a-fundamental-problem-the-u-s-still-designs-the-worlds-most-innovative-pro/?view=detail&filters=macro-roundup-database,Crises at Boeing and Intel Are a National Emergency,"October 21, 2024",macro-and-growth/business-cycle-and-recession-risk,0.4428,[],1,0,8650
https://www.edwardconard.com/macro-roundup/the-us-and-china-have-agreed-to-de-escalate-the-trade-war-with-china-delaying-implementation-of-new-export-controls-on-rare-earths-for-a-year-in-exchange-for-the-us-postponing-expansion-of-additional/?view=detail&filters=macro-roundup-database,China Emerges As US ‘Peer Rival’ At Xi Jinping-Donald Trump Summit,"October 31, 2025",productivity-innovation-and-technology,0.4005,[],1,0,7930
https://www.edwardconard.com/macro-roundup/chris-miller-argues-that-at-the-very-least-beijings-rare-earth-export-controls-will-drive-up-prices-and-make-non-chinese-manufacturing-less-competitive-a-win-for-china-give/?view=detail&filters=macro-roundup-database,Why China Keeps Winning The Trade War,"October 28, 2025",trade-globalization-and-industrial-policy,0.4255,[],1,0,7950
https://www.edwardconard.com/macro-roundup/producer-prices-for-durable-consumer-goods-had-fallen-3-9-y-y-in-china-as-of-september-brooks-argues-that-given-the-importance-of-exports-to-the-chinese-american-tariffs-are-helping-to-entrench-def/?view=detail&filters=macro-roundup-database,Deflationary Pressure Builds In China,"October 23, 2025",productivity-innovation-and-technology,0.3906,[],1,0,7665
https://www.edwardconard.com/macro-roundup/chris-miller-asks-how-much-inefficiency-should-we-swallow-in-exchange-for-the-security-of-self-sufficiency-he-argues-its-a-tricky-calculation-as-security-gains-are-probabilistic-and/?view=detail&filters=macro-roundup-database,Industrial Policy and Economic Security,"October 27, 2025",labor-and-demographics,0.4325,[],1,0,8083
https://www.edwardconard.com/macro-roundup/given-that-deflation-is-becoming-entrenched-in-china-robin-brooks-argues-that-the-us-has-the-upper-hand-in-the-trade-war-he-cautions-easing-up-on-chinas-exporters-while-chinas-hold-on-rare-earth/?view=detail&filters=macro-roundup-database,How NOT to negotiate with China,"October 31, 2025",labor-and-demographics/unemployment-and-matching,0.3736,[],1,0,7788
https://www.edwardconard.com/macro-roundup/chinas-youth-unemployment-16-24-rose-to-18-9-in-august-its-highest-level-since-the-measure-was-adjusted-in-2023-the-unemployment-rate-for-workers-25-29-also-increased-to/?view=detail&filters=macro-roundup-database,China’s Youth Unemployment Soars To 2-Year High As Job Crunch Deepens,"September 18, 2025",labor-and-demographics/unemployment-and-matching,0.471,[],1,0,7689
https://www.edwardconard.com/macro-roundup/chinas-persistently-weak-consumer-spending-since-covid-now-17-below-the-pre-pandemic-trend-has-led-to-an-entirely-export-led-recovery-of-chinese-manufacturing-with-flat-imports-creating-ne/?view=detail&filters=macro-roundup-database,"China's ""Anti-Involution"" Campaign: Global Implications - Edward Conard","September 22, 2025",trade-globalization-and-industrial-policy/trade-policy-and-tariffs,0.3808,[],1,0,8141
https://www.edwardconard.com/macro-roundup/since-january-2020-private-sector-real-hourly-earnings-have-fallen-9-in-new-york-city-while-increasing-3-nationally-as-large-firms-based-in-nyc-move-jobs-to-lower-cost-states-jp-morgan-now-has-mor/?view=detail&filters=macro-roundup-database,"As New Jobs In Finance Dry Up, New York City’s Fiscal Model Is Wilting","October 30, 2025",labor-and-demographics,0.4324,[],1,0,9154
https://www.edwardconard.com/macro-roundup/new-york-citys-elevated-infrastructure-costs-relative-to-peers-such-as-paris-are-due-to-stationary-bandits-extracting-wealth-from-the-tradable-private-sector/?view=detail&filters=macro-roundup-database,The Stationary Bandits of New York City,"June 24, 2025",labor-and-demographics,0.384,[],1,0,8880
https://www.edwardconard.com/macro-roundup/after-a-2012-increase-in-marginal-tax-rates-of-up-to-3-for-high-income-california-households-0-8-of-the-impacted-tax-base-left-the-state-in-2013-and-other-restructured-income-erodeding-61-of-windfa/?view=detail&filters=macro-roundup-database,Behavioral Responses to State Income Taxation of High Earners: Evidence from California - Edward Conard,"February 12, 2024",fiscal-policy-and-public-finance/tax-policy-and-incidence,0.436,[],1,0,8767
https://www.edwardconard.com/macro-roundup/enrico-moretti-and-wilson_daniel_j-find-35-of-billionaires-leave-states-that-have-an-estate-tax-however-for-the-average-state-the-additional-revenues-from-an-estate-tax-exceed-the-loss-of-revenues/?view=detail&filters=macro-roundup-database,Taxing Billionaires: Estate Taxes and the Geographical Location of the Ultra-Wealthy - Edward Conard,"May 4, 2023",fiscal-policy-and-public-finance/tax-policy-and-incidence,0.4118,[],1,1,158097
https://www.edwardconard.com/macro-roundup/even-a-few-billionaires-or-marquee-employers-packing-up-their-bags-could-put-a-significant-hole-in-nycs-budget-given-that-the-citys-top-1-earners-pay-40-of-the-cit/?view=detail&filters=macro-roundup-database,New York’s Golden Handcuffs: Why the City Has a Special Hold on the Rich,"October 30, 2025",labor-and-demographics,0.4022,[],1,0,9158
https://www.edwardconard.com/macro-roundup/i-debate-jasonfurman-pres-obamas-chair-of-the-council-of-economic-advisors-at-harvard-over-the-effect-of-tax-increases-on-the-expected-value-of-innovative-risk-taking-and-th/?view=detail&filters=macro-roundup-database,"Ed Conard Debates Furman On ""The Expected Value of Risk Taking"" - Edward Conard","September 22, 2025",fiscal-policy-and-public-finance/deficits-debt-and-sustainability,0.4761,[],1,0,7924
https://www.edwardconard.com/macro-roundup/at-31-the-ratio-of-nonfinancial-assets-to-liabilities-is-at-its-highest-level-since-1985-since-covid-americans-in-the-bottom-60-have-seen-an-43-rise-in-the-value-of-durable-goods-owned-relative/?view=detail&filters=macro-roundup-database,Inside America's Consumption Recovery,"October 30, 2025",labor-and-demographics,0.4827,[],1,0,8136
https://www.edwardconard.com/macro-roundup/mark-zandi-finds-americans-in-the-top-10-of-the-income-distribution-accounted-for-49-2-of-consumer-spending-in-q2-their-highest-level-since-1989/?view=detail&filters=macro-roundup-database,Top 10% of Earners Drive a Growing Share of US Consumer Spending,"September 17, 2025",macro-and-growth/business-cycle-and-recession-risk,0.4939,[],1,0,7792
https://www.edwardconard.com/macro-roundup/torsten-slok-notes-that-us-household-and-banking-sector-debt-has-fallen-to-its-lowest-level-in-decades-as-a-of-gdp-while-corporate-leverage-has-moved-sideways-the-bottom/?view=detail&filters=macro-roundup-database,US Households and Firms Are in Great Shape,"March 31, 2025",labor-and-demographics,0.494,[],1,0,7222
https://www.edwardconard.com/macro-roundup/bridgewater-believes-an-increase-in-the-deficit-to-7-8-of-gdp-will-not-put-undue-pressure-on-bond-yields-they-argue-rates-reflect-total-credit-creation-which-has-returned-to-normal-as-increased-rate/?view=detail&filters=macro-roundup-database,Thoughts on Large US Deficits & Their Impact on Bond Yields,"December 16, 2024",fiscal-policy-and-public-finance/deficits-debt-and-sustainability,0.6056,[],1,0,8036
https://www.edwardconard.com/macro-roundup/nationally-real-house-prices-are-now-2-8-below-the-2022-peak-and-9-6-above-the-2006-peak-affordability-remains-at-levels-last-seen-in-the-early-1980s-when-30-year-mortgage-rates-w/?view=detail&filters=macro-roundup-database,Inflation Adjusted House Prices 2.8% Below 2022 Peak,"October 30, 2025",macro-and-growth/housing-and-residential-real-estate,0.5568,[],1,0,8536
https://www.edwardconard.com/macro-roundup/a-goldman-analysis-suggests-restoring-housing-affordability-to-late-1990s-levels-will-require-construction-of-3-4mm-new-units-equivalent-to-2-2-6-of-the-current-housing-stock/?view=detail&filters=macro-roundup-database,The State of Housing (Un)Affordability in the USThe State of Housing (Un)Affordability in the US,"October 22, 2025",macro-and-growth/housing-and-residential-real-estate,0.5349,[],1,0,8529
https://www.edwardconard.com/macro-roundup/why-are-constant-quality-house-prices-15-above-their-pre-2007-peak-ed-glaser-notes-that-us-housing-grew-just-0-6-annually-in-the-2010s-down-from-4-in-the-1950s-sun-belt-metros-now-mirror-coastal-ma/?view=detail&filters=macro-roundup-database,US Housing Affordability Crisis: Decline of Housing Supply,"March 31, 2025",macro-and-growth/housing-and-residential-real-estate,0.5339,[],1,0,8717
https://www.edwardconard.com/macro-roundup/a-real-housing-price-index-in-30-us-cities-from-1890-2006-shows-that-rising-prices-are-concentrated-in-the-west-coast-northeast-and-south-coast-across-cities-there-is-a-significant-relationship-be/?view=detail&filters=macro-roundup-database,The Price of Housing in the United States,"July 9, 2024",macro-and-growth/housing-and-residential-real-estate,0.5816,[],1,0,8638
https://www.edwardconard.com/macro-roundup/both-the-social-security-retirement-and-medicare-hi-trust-funds-face-insolvency-in-7-years-goldwein-proposes-an-employer-compensation-tax-that-would-generate-enough-revenue-to-close-two-thir/?view=detail&filters=macro-roundup-database,An Employer Compensation Tax For Social Security and Medicare,"October 30, 2025",labor-and-demographics/wages-and-compensation,0.5075,[],1,0,9136
https://www.edwardconard.com/macro-roundup/andrew-biggs-notes-that-the-maximum-social-security-payout-for-a-high-income-couple-is-almost-100000-annually-2-to-4-times-higher-in-dollar-terms-than-the-payouts-for-their-peers-in-other-anglosphe/?view=detail&filters=macro-roundup-database,What Progressives Should Be Thinking About Social Security Reform,"October 3, 2025",fiscal-policy-and-public-finance/deficits-debt-and-sustainability,0.426,[],1,0,8213
https://www.edwardconard.com/macro-roundup/sc_cath-mjmill611-and-natasharsarin-calculate-that-the-market-value-of-future-social-security-benefits-represented-49-of-the-wealth-of-the-bottom-90-in-2019-including-social-security-the-wealth/?view=detail&filters=macro-roundup-database,Social Security and Trends in Wealth Inequality,"July 31, 2024",inequality-poverty-and-mobility/income-and-wealth-inequality,0.5983,[],1,0,8758
https://www.edwardconard.com/macro-roundup/in-2022-the-present-value-of-social-security-was-50-of-the-wealth-of-american-families-at-the-median-of-the-wealth-distribution-34-at-the-75th-percentile-and-20-at-the-90th-the-wealth-shares-of/?view=detail&filters=macro-roundup-database,"Trends in the Distribution of Family Wealth, 1989 to 2022","September 8, 2025",inequality-poverty-and-mobility/income-and-wealth-inequality,0.5987,[],1,0,8678
https://www.edwardconard.com/macro-roundup/a-bank-of-america-analysis-suggests-treasurys-anticipated-decision-to-issue-more-short-term-bills-may-drive-the-10-year-yield-lower-by-more-than-25bps-that-decision-would-likely-result-in-bills-acc/?view=detail&filters=macro-roundup-database,Bank of America Sees US Bill Supply Boost Curbing 10-Year Yield,"October 29, 2025",fiscal-policy-and-public-finance/deficits-debt-and-sustainability,0.5618,[],1,0,7892
https://www.edwardconard.com/macro-roundup/the-cbo-estimates-that-the-deficit-in-fy-2025-was-1809b-unchanged-from-the-previous-year-both-receipts-and-outlays-rose-by-300b-customs-duties-including-tariffs-rose-by-118b-153-net-in/?view=detail&filters=macro-roundup-database,Monthly Budget Review: September 2026,"October 10, 2025",labor-and-demographics,0.4667,[],1,0,8257
https://www.edwardconard.com/macro-roundup/greater-bill-issuance-and-a-shorter-debt-maturity-structure-will-amplify-the-fiscal-impact-of-fed-policy-as-the-level-of-short-term-debt-increases-the-governments-interest-expense-becomes/?view=detail&filters=macro-roundup-database,Passive Shortening,"August 5, 2025",labor-and-demographics,0.4264,[],1,0,8282
https://www.edwardconard.com/macro-roundup/two-aaa-rated-msft-bonds-trade-at-lower-yields-than-their-treasury-equivalents-mackintosh-suggests-that-the-combination-of-more-treasurys-and-fewer-top-grade-corporate-bonds-has-naturally-sq/?view=detail&filters=macro-roundup-database,Why Microsoft Has Lower Borrowing Costs Than the U.S.,"September 29, 2025",macro-and-growth/business-cycle-and-recession-risk,0.4908,[],1,0,9206
https://www.edwardconard.com/macro-roundup/product-level-data-on-prices-and-effective-tariff-rates-show-pass-through-of-tariffs-to-retail-prices-increasing-gradually-reaching-20-after-6-months-as-of-august-cpi-had-risen-2-9-compared-to-an/?view=detail&filters=macro-roundup-database,Tracking the Short-Run Price Impact of U.S. Tariffs,"October 29, 2025",trade-globalization-and-industrial-policy/trade-policy-and-tariffs,0.5004,[],1,1,84666
https://www.edwardconard.com/macro-roundup/cochrane-relays-an-exchange-with-a-ceo-of-a-large-retailer-we-have-to-raise-prices-roughly-10-15-to-cover-tariffs-we-will-start-to-see-the-margin-hits-a-little-in-q3-and-a-lot-in/?view=detail&filters=macro-roundup-database,A Note On Tariffs From The Real World,"October 27, 2025",macro-and-growth/demand-components/government,0.4808,[],1,0,8527
https://www.edwardconard.com/macro-roundup/the-incidence-of-tariffs-so-far-is-on-us-consumers-notes-matt-klein-if-foreigners-were-going-to-eat-the-cost-pre-tariff-import-prices-should-have-fallen-enough-to-offset-the-tariff-excl/?view=detail&filters=macro-roundup-database,"The U.S. Is Not ""Winning the Trade War""","July 29, 2025",trade-globalization-and-industrial-policy/trade-policy-and-tariffs,0.4624,[],1,0,8529
https://www.edwardconard.com/macro-roundup/the-white-house-is-quietly-exempting-products-that-the-us-doesnt-domestically-produce-from-reciprocal-tariffs-the-wsj-reports-that-the-shift-in-tariffs-reflects-a-desire-to-hedge-it/?view=detail&filters=macro-roundup-database,The U.S. Is Tiptoeing Away From Many of Trump’s Signature Tariffs,"October 21, 2025",trade-globalization-and-industrial-policy/trade-policy-and-tariffs,0.486,[],1,0,8462
https://www.edwardconard.com/macro-roundup/a-jpm-analysis-finds-real-income-growth-for-prime-age-25-54-american-workers-fell-to-2-y-y-in-september-nominal-growth-is-at-its-pre-pandemic-pace-but-real-purchasing-power-gain/?view=detail&filters=macro-roundup-database,"Real Income Growth Shifts Down, Especially For The Young","October 29, 2025",labor-and-demographics,0.472,[],1,0,8604
https://www.edwardconard.com/macro-roundup/weak-labor-demand-is-not-keeping-pace-with-modest-labor-supply-growth-outside-of-the-healthcare-sector-job-growth-is-now-net-negative-mericle-and-mei-note-that-the-impact-of-ai-on/?view=detail&filters=macro-roundup-database,Jobless Growth,"October 21, 2025",labor-and-demographics/unemployment-and-matching,0.5247,[],1,0,8530
https://www.edwardconard.com/macro-roundup/the-uss-low-jobless-rate-of-4-3-in-august-may-mask-some-labor-market-deterioration-25-of-these-workers-have-been-out-of-work-for-6m-and-the-unemployment-rate-for-workers-16-24-hit-10/?view=detail&filters=macro-roundup-database,"Millions of Workers Are Left Out of the ‘Low-Hire, Low-Fire’ US Job Market","September 29, 2025",labor-and-demographics/unemployment-and-matching,0.5541,[],1,0,8212
https://www.edwardconard.com/macro-roundup/hindo-and-riseley-suggest-that-inflation-risk-is-tilted-asymmetrically-to-the-upside-and-centered-higher-than-the-2010s-a-continuation-of-the-4-per-year-inflation-of-the-first-half/?view=detail&filters=macro-roundup-database,A New Era of Higher Inflation Risks,"October 21, 2025",inflation-and-prices,0.4946,[],1,0,8709
https://www.edwardconard.com/macro-roundup/john-authers-notes-that-shillers-cape-cyclically-adjusted-price-earnings-multiple-hit-40-for-the-first-time-since-the-dot-com-bubble-burst-in-2000-it-never-got-close-to-that-level-over-t/?view=detail&filters=macro-roundup-database,Record Stock Prices Aren’t the Result of Politics,"October 29, 2025",financial-markets,0.4525,[],1,0,8958
https://www.edwardconard.com/macro-roundup/hendrik-bessembinder-finds-that-from-1925-to-2023-51-6-of-equities-had-a-negative-return-however-17-stocks-had-cumulative-returns-greater-than-50000-per-dollar-invested-led-by-altria-group-with-a/?view=detail&filters=macro-roundup-database,Which U.S. Stocks Generated the Highest Long-Term Returns?,"July 25, 2024",financial-markets/credit/high-yield,0.5088,[],1,0,9139
https://www.edwardconard.com/macro-roundup/hendrik-bessembinder-finds-that-the-best-performing-1526-global-firms-2-4-of-total-accounted-for-all-of-the-75-7t-in-net-global-stock-market-wealth-creation-between-1990-and-2020/?view=detail&filters=macro-roundup-database,"Long-Term Shareholder Returns: Evidence From 64,000 Global Stocks - Edward Conard","September 11, 2023",financial-markets,0.4583,[],1,0,9148
https://www.edwardconard.com/macro-roundup/since-powells-jackson-hole-speech-currencies-issued-by-countries-with-low-debt-burdens-are-outperforming-the-currencies-of-high-debt-countries-brooks-projects-that-swedens-underv/?view=detail&filters=macro-roundup-database,The Desperate Search for Safe Havens,"October 29, 2025",financial-markets/equities/concentration-and-breadth,0.4317,[],1,0,8932
https://www.edwardconard.com/macro-roundup/a-broad-dollar-trade-weighted-index-has-depreciated-by-7-this-year-and-goldman-argues-it-remains-14-overvalued-on-a-trade-weighted-basis-as-macroeconomic-policies-make-it-harder-for-the-us-to-attr/?view=detail&filters=macro-roundup-database,Dollar Dominance and Dollar Depreciation — Moving On Different Tracks,"September 26, 2025",productivity-innovation-and-technology,0.4743,[],1,0,8964
https://www.edwardconard.com/macro-roundup/at-current-5-year-yields-stabilizing-debt-gdp-would-require-a-reduction-in-the-primary-deficit-of-2-3-of-gdp-in-the-uk-and-the-us-and-3-in-france-maturing-american-debt-will-be-refinanced-at-rate/?view=detail&filters=macro-roundup-database,"Across The Rich World, Fiscal Crises Loom","October 20, 2025",fiscal-policy-and-public-finance/deficits-debt-and-sustainability,0.4873,[],1,0,9418
https://www.edwardconard.com/macro-roundup/gold-as-a-share-of-world-central-bank-reserves-increased-from-12-to-17-btw-2000-2024-weiss-argues-this-diversification-is-not-a-threat-to-the-dollars-reserve-currency-role-and-there-has-b/?view=detail&filters=macro-roundup-database,De-Dollarization? Diversification? Exploring Central Bank Gold Purchases and the Dollar’s Role in International Reserves,"September 10, 2025",financial-markets/credit/high-yield,0.4908,[],1,0,9356
https://www.edwardconard.com/macro-roundup/educationally-similar-monozygotic-mz-twins-raised-apart-tra-have-a-mean-iq-delta-of-5-8-points-the-same-as-those-raised-together-educationally-dissimilar-mz/?view=detail&filters=macro-roundup-database,IQ Differences of Identical Twins Reared apart are Significantly Influenced by Educational Differences,"October 28, 2025",labor-and-demographics,0.4588,[],1,0,9832
https://www.edwardconard.com/macro-roundup/gregory-clark-pnasnews-finds-that-social-status-in-england-was-strongly-correlated-across-generations-between-1600-and-2022-consistent-with-a-theory-of-genetic-transmission-of-characteristics-influe/?view=detail&filters=macro-roundup-database,"The Inheritance Of Social Status: England, 1600 to 2022 - Edward Conard","July 6, 2023",labor-and-demographics/demography,0.4384,[],1,0,8390
https://www.edwardconard.com/macro-roundup/a-10-percentile-increase-in-a-persons-polygenetic-index-pgi-raises-that-persons-income-by-0-9-percentiles-and-that-of-their-child-by-0-7-percentiles-1-2-is-direct-genetic-transmission-and-1/?view=detail&filters=macro-roundup-database,A Chip Off the Old Block? Genetics and the Intergenerational Transmission of Socioeconomic Status,"September 19, 2025",labor-and-demographics,0.4778,[],1,0,10060
https://www.edwardconard.com/macro-roundup/research-by-gregoryclark-indicates-that-social-outcomes-in-the-uk-are-largely-predetermined-by-birth-driven-by-highly-assortative-mating-around-status-genetics-challenging-the-idea-that-policy-inte/?view=detail&filters=macro-roundup-database,"For Whom the Bell Curve Tolls: A Lineage of 400,000 English Individuals 1750-2020 shows Genetics Determines Most Social Outcomes","March 2, 2021",labor-and-demographics,0.3861,[],1,0,38348
https://www.edwardconard.com/macro-roundup/noting-that-over-the-past-decade-global-co2-emissions-projected-by-the-iea-have-fallen-by-more-than-40-bill-gates-argues-innovation-will-likely-give-us-the-tools-we-need-to-meet-the-growing/?view=detail&filters=macro-roundup-database,Three Tough Truths About Climate,"October 28, 2025",labor-and-demographics,0.3989,[],1,0,8578
https://www.edwardconard.com/macro-roundup/between-1992-and-2025-the-us-economy-significantly-decarbonized-the-ratio-of-carbon-dioxide-emissions-to-gdp-fell-from-44-to-19-largely-being-driven-by-the-replacement-of-coal-by-natural-gas/?view=detail&filters=macro-roundup-database,The Most Amazing Climate Policy Figure,"June 17, 2025",macro-and-growth/demand-components/government,0.3919,[],1,0,6741
https://www.edwardconard.com/macro-roundup/rogerpielkejr-argues-that-more-realistic-projections-of-global-population-and-gdp-growth-suggest-that-even-partial-future-policy-successes-could-more-easily-bring-into-view-future-emissions/?view=detail&filters=macro-roundup-database,Take the Under,"October 31, 2024",labor-and-demographics,0.4315,[],1,0,8734
https://www.edwardconard.com/macro-roundup/glaciers-excluding-the-worlds-largest-in-greenland-and-the-antarctic-lost-5-of-their-volume-over-the-past-25-years-glaciers-in-the-alps-and-pyrenees-were-most-impacted-losing-40-of-their/?view=detail&filters=macro-roundup-database,"European Glaciers Have Shrunk 40% Since 2000, Study Says","February 20, 2025",macro-and-growth/demand-components/government,0.4063,[],1,0,8206
https://www.edwardconard.com/macro-roundup/china-consumes-16mm-barrels-of-oil-a-day-75-of-which-is-imported-since-february-china-has-stockpiled-110mm-barrels-bringing-its-stock-to-1-2b-barrels-1-5b-barrels-would-cover-140-150-days/?view=detail&filters=macro-roundup-database,China’s Secret Stockpiles Have Been A Great Success—So Far,"October 28, 2025",financial-markets/equities/concentration-and-breadth,0.3967,[],1,0,7620
https://www.edwardconard.com/macro-roundup/enormous-government-subsidies-for-evs-are-reducing-chinese-oil-demand-which-is-expected-to-peak-in-2027/?view=detail&filters=macro-roundup-database,How China Curbed Its Oil Addiction—and Blunted a U.S. Pressure PointHow China Curbed Its Oil Addiction—and Blunted a U.S. Pressure Point,"July 22, 2025",trade-globalization-and-industrial-policy/trade-policy-and-tariffs,0.3645,[],1,0,7997
https://www.edwardconard.com/macro-roundup/chinese-import-volumes-of-basic-commodities-surged-by-16-last-year-despite-a-slowing-economy-suggesting-the-country-is-building-up-strategic-reserves-of-food-industrial-and-energy-resources/?view=detail&filters=macro-roundup-database,Why is Xi Jinping Building Secret Commodity Stockpiles?,"July 25, 2024",financial-markets/equities/concentration-and-breadth,0.3893,[],1,0,7868
https://www.edwardconard.com/macro-roundup/china-is-outpacing-both-the-us-and-europe-in-electrification-the-us-and-europes-electrical-consumption-as-a-final-share-of-energy-seemingly-plateaued-at-22-in-2015-since-then-china/?view=detail&filters=macro-roundup-database,How Xi Sparked China’s Electricity Revolution,"May 12, 2025",productivity-innovation-and-technology,0.3989,[],1,0,7650
https://www.edwardconard.com/macro-roundup/china-is-limiting-rare-earths-export-volumes-to-prevent-foreign-stockpiling-of-rare-earths-and-downstream-products-such-as-magnets-used-in-electric-motors-chinese-exports-of-rare-earths-are-down-38-y/?view=detail&filters=macro-roundup-database,China Cracks Down On Foreign Companies Stockpiling Rare Earths,"August 15, 2025",productivity-innovation-and-technology,0.4412,[],1,0,7733
https://www.edwardconard.com/macro-roundup/the-us-imports-80-to-100-of-critical-minerals-of-which-50-to-100-come-from-china-if-new-chinese-controls-on-mineral-exports-remain-in-place-cembalist-argues-the-eventual-impact-on-us-mili/?view=detail&filters=macro-roundup-database,Mad Libs: Just Fill In The BlanksMad Libs: Just Fill In The Blanks,"October 16, 2025",macro-and-growth/demand-components/government,0.3764,[],1,1,48614
https://www.edwardconard.com/macro-roundup/meta-microsoft-and-alphabets-capex-as-a-percent-of-revenue-21-35-are-now-on-par-with-utilities-global-mean-and-atts-at-the-height-of-the-telecom-bubble-kai/?view=detail&filters=macro-roundup-database,Surviving the AI Capex Boom,"October 28, 2025",productivity-innovation-and-technology/investment,0.4399,[],1,1,62187
https://www.edwardconard.com/macro-roundup/gpu-rental-rates-at-the-hyperscalers-are-relatively-stable-while-overall-per-hour-rates-for-nvidias-h200-and-h100-chips-are-down-29-and-22-respectively-year-to-date/?view=detail&filters=macro-roundup-database,What GPU Pricing Can Tell Us About How The AI Bubble Will PopWhat GPU Pricing Can Tell Us About How The AI Bubble Will Pop,"October 17, 2025",macro-and-growth/demand-components/investment,0.3988,[],1,0,8514
